quantity,timestamp,gross_price,Pizza Type,Pizza Name
1,2015-01-01 00:00:00,12.75,Veggie,The Italian Vegetables Pizza
2,2015-01-01 00:00:00,32,Veggie,The Mediterranean Pizza
1,2015-01-01 00:00:00,20.25,Veggie,The Mexicana Pizza
1,2015-01-01 00:00:00,12.5,Supreme,The Pepper Salami Pizza
1,2015-01-01 00:00:00,20.25,Veggie,The Spinach and Feta Pizza
1,2015-01-01 00:00:00,20.5,Classic,The Napolitana Pizza
1,2015-01-01 00:00:00,20.5,Classic,The Italian Capocollo Pizza
1,2015-01-01 00:00:00,20.25,Supreme,The Sicilian Pizza
1,2015-01-01 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-01 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-01 00:00:00,20.5,Classic,The Italian Capocollo Pizza
1,2015-01-01 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-01 00:00:00,16,Classic,The Italian Capocollo Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Southwest Chicken Pizza
1,2015-01-01 00:00:00,12.75,Chicken,The Southwest Chicken Pizza
1,2015-01-01 00:00:00,16.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-01 00:00:00,16,Classic,The Italian Capocollo Pizza
1,2015-01-01 00:00:00,12.5,Classic,The Pepperoni Pizza
1,2015-01-01 00:00:00,12.5,Supreme,The Prosciutto and Arugula Pizza
1,2015-01-01 00:00:00,16.25,Supreme,The Sicilian Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Thai Chicken Pizza
1,2015-01-01 00:00:00,12,Classic,The Classic Deluxe Pizza
1,2015-01-01 00:00:00,20.25,Veggie,The Vegetables + Vegetables Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-01 00:00:00,16,Classic,The Classic Deluxe Pizza
1,2015-01-01 00:00:00,20.25,Veggie,The Spinach and Feta Pizza
1,2015-01-01 00:00:00,12.75,Chicken,The Chicken Alfredo Pizza
1,2015-01-01 00:00:00,12,Veggie,The Green Garden Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Thai Chicken Pizza
1,2015-01-01 00:00:00,16,Veggie,The Mexicana Pizza
1,2015-01-01 00:00:00,9.75,Classic,The Pepperoni Pizza
1,2015-01-01 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-01 00:00:00,20.25,Veggie,The Green Garden Pizza
1,2015-01-01 00:00:00,20.5,Classic,The Italian Capocollo Pizza
1,2015-01-01 00:00:00,16.5,Supreme,The Italian Supreme Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-01 00:00:00,12,Veggie,The Green Garden Pizza
1,2015-01-01 00:00:00,12,Classic,The Greek Pizza
1,2015-01-01 00:00:00,16,Veggie,The Green Garden Pizza
1,2015-01-01 00:00:00,17.5,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,2015-01-01 00:00:00,12.5,Classic,The Pepperoni Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Thai Chicken Pizza
1,2015-01-01 00:00:00,16.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-01 00:00:00,16,Classic,The Classic Deluxe Pizza
1,2015-01-01 00:00:00,20.75,Supreme,The Italian Supreme Pizza
1,2015-01-01 00:00:00,20.25,Veggie,The Mexicana Pizza
1,2015-01-01 00:00:00,10.5,Classic,The Hawaiian Pizza
1,2015-01-01 00:00:00,20.5,Classic,The Italian Capocollo Pizza
1,2015-01-01 00:00:00,20.75,Supreme,The Italian Supreme Pizza
1,2015-01-01 00:00:00,17.95,Veggie,The Four Cheese Pizza
1,2015-01-01 00:00:00,12.75,Chicken,The Southwest Chicken Pizza
1,2015-01-01 00:00:00,14.75,Veggie,The Four Cheese Pizza
1,2015-01-01 00:00:00,12,Veggie,The Green Garden Pizza
1,2015-01-01 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-01 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-01 00:00:00,20.25,Veggie,The Mexicana Pizza
1,2015-01-01 00:00:00,16.5,Supreme,The Pepper Salami Pizza
1,2015-01-01 00:00:00,16.75,Chicken,The Chicken Alfredo Pizza
1,2015-01-01 00:00:00,16.5,Supreme,The Italian Supreme Pizza
1,2015-01-01 00:00:00,20.75,Supreme,The Pepper Salami Pizza
1,2015-01-01 00:00:00,12.5,Veggie,The Spinach Pesto Pizza
1,2015-01-01 00:00:00,17.95,Veggie,The Four Cheese Pizza
1,2015-01-01 00:00:00,10.5,Classic,The Hawaiian Pizza
1,2015-01-01 00:00:00,16.75,Chicken,The Thai Chicken Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Chicken Pesto Pizza
1,2015-01-01 00:00:00,20.5,Classic,The Classic Deluxe Pizza
1,2015-01-01 00:00:00,16.75,Chicken,The Thai Chicken Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Southwest Chicken Pizza
1,2015-01-01 00:00:00,12,Veggie,The Vegetables + Vegetables Pizza
1,2015-01-01 00:00:00,16.75,Chicken,The Chicken Pesto Pizza
1,2015-01-01 00:00:00,12,Veggie,The Green Garden Pizza
1,2015-01-01 00:00:00,20.75,Supreme,The Prosciutto and Arugula Pizza
1,2015-01-01 00:00:00,20.75,Supreme,The Spicy Italian Pizza
1,2015-01-01 00:00:00,20.25,Supreme,The Sicilian Pizza
1,2015-01-01 00:00:00,25.5,Classic,The Greek Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-01 00:00:00,17.5,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,2015-01-01 00:00:00,16.5,Classic,The Hawaiian Pizza
1,2015-01-01 00:00:00,20.25,Veggie,The Mexicana Pizza
1,2015-01-01 00:00:00,20.75,Supreme,The Spicy Italian Pizza
1,2015-01-01 00:00:00,11,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,2015-01-01 00:00:00,16.5,Supreme,The Spinach Supreme Pizza
1,2015-01-01 00:00:00,16.5,Supreme,The Prosciutto and Arugula Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Thai Chicken Pizza
1,2015-01-01 00:00:00,12.5,Supreme,The Pepper Salami Pizza
1,2015-01-01 00:00:00,20.75,Supreme,The Spicy Italian Pizza
1,2015-01-01 00:00:00,16,Classic,The Classic Deluxe Pizza
1,2015-01-01 00:00:00,20.25,Veggie,The Mediterranean Pizza
1,2015-01-01 00:00:00,16.75,Chicken,The Southwest Chicken Pizza
1,2015-01-01 00:00:00,16,Classic,The Classic Deluxe Pizza
1,2015-01-01 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-01 00:00:00,12.5,Classic,The Pepperoni Pizza
1,2015-01-01 00:00:00,12.75,Veggie,The Italian Vegetables Pizza
1,2015-01-01 00:00:00,11,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,2015-01-01 00:00:00,15.25,Classic,The Pepperoni Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Chicken Pesto Pizza
1,2015-01-01 00:00:00,14.75,Veggie,The Four Cheese Pizza
1,2015-01-01 00:00:00,16.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-01 00:00:00,20.75,Supreme,The Italian Supreme Pizza
1,2015-01-01 00:00:00,16.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-01 00:00:00,16.5,Supreme,The Spinach Supreme Pizza
1,2015-01-01 00:00:00,14.5,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,2015-01-01 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-01 00:00:00,11,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,2015-01-01 00:00:00,12.25,Supreme,The Sicilian Pizza
1,2015-01-01 00:00:00,12.5,Supreme,The Spicy Italian Pizza
1,2015-01-01 00:00:00,16.5,Supreme,The Spinach Supreme Pizza
1,2015-01-01 00:00:00,16,Classic,The Classic Deluxe Pizza
1,2015-01-01 00:00:00,16,Classic,The Italian Capocollo Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Southwest Chicken Pizza
1,2015-01-01 00:00:00,16,Classic,The Classic Deluxe Pizza
1,2015-01-01 00:00:00,20.75,Supreme,The Italian Supreme Pizza
1,2015-01-01 00:00:00,16.5,Supreme,The Italian Supreme Pizza
1,2015-01-01 00:00:00,20.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-02 00:00:00,12.75,Veggie,The Italian Vegetables Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Soppressata Pizza
1,2015-01-02 00:00:00,20.75,Chicken,The Thai Chicken Pizza
1,2015-01-02 00:00:00,20.25,Veggie,The Spinach and Feta Pizza
1,2015-01-02 00:00:00,12.75,Chicken,The Thai Chicken Pizza
1,2015-01-02 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-02 00:00:00,20.25,Veggie,The Mexicana Pizza
1,2015-01-02 00:00:00,12.5,Veggie,The Spinach Pesto Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Spinach Supreme Pizza
1,2015-01-02 00:00:00,12.5,Supreme,The Italian Supreme Pizza
1,2015-01-02 00:00:00,20.25,Veggie,The Mediterranean Pizza
1,2015-01-02 00:00:00,20.5,Classic,The Napolitana Pizza
1,2015-01-02 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-02 00:00:00,16.5,Classic,The Hawaiian Pizza
1,2015-01-02 00:00:00,21,Veggie,The Italian Vegetables Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Spicy Italian Pizza
1,2015-01-02 00:00:00,16.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-02 00:00:00,13.25,Classic,The Hawaiian Pizza
1,2015-01-02 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-02 00:00:00,12,Classic,The Classic Deluxe Pizza
1,2015-01-02 00:00:00,17.95,Veggie,The Four Cheese Pizza
1,2015-01-02 00:00:00,16,Classic,The Italian Capocollo Pizza
3,2015-01-02 00:00:00,62.25,Supreme,The Spicy Italian Pizza
1,2015-01-02 00:00:00,12.75,Chicken,The Thai Chicken Pizza
1,2015-01-02 00:00:00,20.5,Classic,The Italian Capocollo Pizza
1,2015-01-02 00:00:00,11,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,2015-01-02 00:00:00,20.75,Chicken,The Thai Chicken Pizza
1,2015-01-02 00:00:00,9.75,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,16.75,Chicken,The Thai Chicken Pizza
1,2015-01-02 00:00:00,20.75,Chicken,The Thai Chicken Pizza
1,2015-01-02 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-02 00:00:00,16.75,Chicken,The California Chicken Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Spicy Italian Pizza
1,2015-01-02 00:00:00,16,Veggie,The Vegetables + Vegetables Pizza
1,2015-01-02 00:00:00,12.75,Chicken,The Southwest Chicken Pizza
1,2015-01-02 00:00:00,15.25,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,16,Classic,The Classic Deluxe Pizza
1,2015-01-02 00:00:00,12,Classic,The Classic Deluxe Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Italian Supreme Pizza
1,2015-01-02 00:00:00,16,Classic,The Greek Pizza
1,2015-01-02 00:00:00,16.5,Classic,The Hawaiian Pizza
1,2015-01-02 00:00:00,16,Classic,The Italian Capocollo Pizza
1,2015-01-02 00:00:00,16,Veggie,The Mexicana Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Spinach Supreme Pizza
1,2015-01-02 00:00:00,12.5,Supreme,The Spinach Supreme Pizza
1,2015-01-02 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Soppressata Pizza
1,2015-01-02 00:00:00,20.75,Chicken,The Thai Chicken Pizza
1,2015-01-02 00:00:00,20.25,Supreme,The Sicilian Pizza
1,2015-01-02 00:00:00,12.75,Chicken,The Thai Chicken Pizza
2,2015-01-02 00:00:00,41.5,Chicken,The Barbecue Chicken Pizza
1,2015-01-02 00:00:00,12.75,Chicken,The Chicken Pesto Pizza
1,2015-01-02 00:00:00,9.75,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,16.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Italian Supreme Pizza
1,2015-01-02 00:00:00,16.5,Supreme,The Italian Supreme Pizza
1,2015-01-02 00:00:00,12.75,Veggie,The Italian Vegetables Pizza
1,2015-01-02 00:00:00,12.5,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,16.5,Supreme,The Pepper Salami Pizza
1,2015-01-02 00:00:00,12,Veggie,The Spinach and Feta Pizza
1,2015-01-02 00:00:00,12.5,Supreme,The Spinach Supreme Pizza
2,2015-01-02 00:00:00,32,Classic,The Greek Pizza
1,2015-01-02 00:00:00,16.25,Supreme,The Sicilian Pizza
1,2015-01-02 00:00:00,16,Classic,The Italian Capocollo Pizza
1,2015-01-02 00:00:00,12.75,Chicken,The Southwest Chicken Pizza
1,2015-01-02 00:00:00,12,Classic,The Napolitana Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Pepper Salami Pizza
1,2015-01-02 00:00:00,12,Classic,The Napolitana Pizza
1,2015-01-02 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-02 00:00:00,20.5,Classic,The Classic Deluxe Pizza
1,2015-01-02 00:00:00,20.5,Classic,The Napolitana Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Italian Supreme Pizza
1,2015-01-02 00:00:00,16.5,Classic,The Hawaiian Pizza
1,2015-01-02 00:00:00,20.75,Chicken,The California Chicken Pizza
1,2015-01-02 00:00:00,15.25,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Soppressata Pizza
1,2015-01-02 00:00:00,16.5,Supreme,The Spicy Italian Pizza
1,2015-01-02 00:00:00,12.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-02 00:00:00,12.5,Supreme,The Prosciutto and Arugula Pizza
1,2015-01-02 00:00:00,12.5,Supreme,The Spinach Supreme Pizza
1,2015-01-02 00:00:00,16.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-02 00:00:00,16.75,Chicken,The Chicken Alfredo Pizza
1,2015-01-02 00:00:00,16.75,Veggie,The Italian Vegetables Pizza
1,2015-01-02 00:00:00,20.25,Veggie,The Vegetables + Vegetables Pizza
2,2015-01-02 00:00:00,21,Classic,The Hawaiian Pizza
1,2015-01-02 00:00:00,15.25,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,16.5,Supreme,The Prosciutto and Arugula Pizza
1,2015-01-02 00:00:00,20.25,Veggie,The Mexicana Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Spicy Italian Pizza
1,2015-01-02 00:00:00,20.75,Chicken,The California Chicken Pizza
1,2015-01-02 00:00:00,16.5,Supreme,The Italian Supreme Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Spicy Italian Pizza
1,2015-01-02 00:00:00,20.25,Veggie,The Vegetables + Vegetables Pizza
1,2015-01-02 00:00:00,20.5,Classic,The Classic Deluxe Pizza
1,2015-01-02 00:00:00,16.5,Classic,The Hawaiian Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Spinach Supreme Pizza
1,2015-01-02 00:00:00,20.5,Classic,The Italian Capocollo Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Italian Supreme Pizza
1,2015-01-02 00:00:00,12.5,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Prosciutto and Arugula Pizza
1,2015-01-02 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-02 00:00:00,20.5,Classic,The Napolitana Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Soppressata Pizza
1,2015-01-02 00:00:00,12.5,Supreme,The Spicy Italian Pizza
1,2015-01-02 00:00:00,16.75,Chicken,The California Chicken Pizza
1,2015-01-02 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-02 00:00:00,12.5,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,20.75,Veggie,The Spinach Pesto Pizza
1,2015-01-02 00:00:00,9.75,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,20.75,Chicken,The California Chicken Pizza
1,2015-01-02 00:00:00,20.25,Veggie,The Mexicana Pizza
1,2015-01-02 00:00:00,16.75,Chicken,The Southwest Chicken Pizza
1,2015-01-02 00:00:00,15.25,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,12.25,Supreme,The Sicilian Pizza
1,2015-01-02 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-02 00:00:00,20.5,Classic,The Napolitana Pizza
1,2015-01-02 00:00:00,16.75,Chicken,The Thai Chicken Pizza
1,2015-01-02 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-02 00:00:00,16.5,Supreme,The Pepper Salami Pizza
1,2015-01-02 00:00:00,20.25,Supreme,The Sicilian Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Prosciutto and Arugula Pizza
1,2015-01-02 00:00:00,12,Veggie,The Spinach and Feta Pizza
1,2015-01-02 00:00:00,14.75,Veggie,The Four Cheese Pizza
1,2015-01-02 00:00:00,12,Classic,The Classic Deluxe Pizza
1,2015-01-02 00:00:00,10.5,Classic,The Hawaiian Pizza
1,2015-01-02 00:00:00,20.25,Veggie,The Spinach and Feta Pizza
1,2015-01-02 00:00:00,16.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-02 00:00:00,17.95,Veggie,The Four Cheese Pizza
1,2015-01-02 00:00:00,20.25,Supreme,The Sicilian Pizza
1,2015-01-02 00:00:00,20.75,Chicken,The Southwest Chicken Pizza
1,2015-01-02 00:00:00,16.5,Supreme,The Italian Supreme Pizza
1,2015-01-02 00:00:00,12,Classic,The Italian Capocollo Pizza
1,2015-01-02 00:00:00,12.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-02 00:00:00,20.25,Supreme,The Sicilian Pizza
1,2015-01-02 00:00:00,20.75,Supreme,The Spicy Italian Pizza
1,2015-01-02 00:00:00,12,Classic,The Greek Pizza
1,2015-01-02 00:00:00,25.5,Classic,The Greek Pizza
1,2015-01-02 00:00:00,20.25,Veggie,The Vegetables + Vegetables Pizza
1,2015-01-02 00:00:00,12.5,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,12.5,Supreme,The Spicy Italian Pizza
1,2015-01-02 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-02 00:00:00,16,Classic,The Greek Pizza
1,2015-01-02 00:00:00,10.5,Classic,The Hawaiian Pizza
1,2015-01-02 00:00:00,20.5,Classic,The Italian Capocollo Pizza
1,2015-01-02 00:00:00,16,Veggie,The Mexicana Pizza
1,2015-01-02 00:00:00,12.75,Chicken,The Southwest Chicken Pizza
1,2015-01-02 00:00:00,20.75,Chicken,The Chicken Pesto Pizza
1,2015-01-02 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-02 00:00:00,12,Veggie,The Green Garden Pizza
1,2015-01-02 00:00:00,12.5,Supreme,The Spinach Supreme Pizza
1,2015-01-02 00:00:00,9.75,Classic,The Pepperoni Pizza
1,2015-01-02 00:00:00,20.75,Chicken,The Barbecue Chicken Pizza
1,2015-01-02 00:00:00,16.5,Classic,The Hawaiian Pizza
1,2015-01-02 00:00:00,12,Classic,The Greek Pizza
1,2015-01-02 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-02 00:00:00,20.75,Chicken,The Southwest Chicken Pizza
1,2015-01-02 00:00:00,12.5,Supreme,The Spinach Supreme Pizza
1,2015-01-02 00:00:00,20.25,Veggie,The Vegetables + Vegetables Pizza
1,2015-01-02 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-02 00:00:00,12.5,Supreme,The Pepper Salami Pizza
1,2015-01-03 00:00:00,20.25,Veggie,The Mediterranean Pizza
1,2015-01-03 00:00:00,9.75,Classic,The Pepperoni Pizza
1,2015-01-03 00:00:00,16.5,Supreme,The Spicy Italian Pizza
1,2015-01-03 00:00:00,16.75,Chicken,The California Chicken Pizza
1,2015-01-03 00:00:00,17.95,Veggie,The Four Cheese Pizza
1,2015-01-03 00:00:00,21,Veggie,The Italian Vegetables Pizza
1,2015-01-03 00:00:00,16.25,Supreme,The Sicilian Pizza
1,2015-01-03 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-03 00:00:00,12.5,Supreme,The Prosciutto and Arugula Pizza
1,2015-01-03 00:00:00,16,Veggie,The Vegetables + Vegetables Pizza
1,2015-01-03 00:00:00,16,Classic,The Classic Deluxe Pizza
1,2015-01-03 00:00:00,16,Veggie,The Green Garden Pizza
1,2015-01-03 00:00:00,12.75,Chicken,The California Chicken Pizza
1,2015-01-03 00:00:00,12,Classic,The Classic Deluxe Pizza
1,2015-01-03 00:00:00,16.5,Classic,The Hawaiian Pizza
1,2015-01-03 00:00:00,16,Veggie,The Mexicana Pizza
1,2015-01-03 00:00:00,15.25,Classic,The Pepperoni Pizza
1,2015-01-03 00:00:00,12.5,Supreme,The Prosciutto and Arugula Pizza
1,2015-01-03 00:00:00,20.75,Chicken,The Thai Chicken Pizza
1,2015-01-03 00:00:00,16,Veggie,The Vegetables + Vegetables Pizza
3,2015-01-03 00:00:00,50.25,Chicken,The Barbecue Chicken Pizza
1,2015-01-03 00:00:00,12,Classic,The Big Meat Pizza
1,2015-01-03 00:00:00,20.75,Chicken,The California Chicken Pizza
1,2015-01-03 00:00:00,16.75,Chicken,The Chicken Pesto Pizza
1,2015-01-03 00:00:00,18.5,Veggie,The Five Cheese Pizza
1,2015-01-03 00:00:00,17.95,Veggie,The Four Cheese Pizza
1,2015-01-03 00:00:00,11,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,2015-01-03 00:00:00,20.75,Chicken,The Southwest Chicken Pizza
1,2015-01-03 00:00:00,12.75,Chicken,The Southwest Chicken Pizza
1,2015-01-03 00:00:00,20.75,Supreme,The Spicy Italian Pizza
1,2015-01-03 00:00:00,16.75,Chicken,The Thai Chicken Pizza
1,2015-01-03 00:00:00,20.25,Veggie,The Vegetables + Vegetables Pizza
1,2015-01-03 00:00:00,12,Classic,The Greek Pizza
1,2015-01-03 00:00:00,20.75,Chicken,The California Chicken Pizza
1,2015-01-03 00:00:00,14.75,Veggie,The Four Cheese Pizza
1,2015-01-03 00:00:00,13.25,Classic,The Hawaiian Pizza
1,2015-01-03 00:00:00,25.5,Classic,The Greek Pizza
1,2015-01-03 00:00:00,12,Veggie,The Mediterranean Pizza
1,2015-01-03 00:00:00,16,Veggie,The Spinach and Feta Pizza
1,2015-01-03 00:00:00,12.5,Classic,The Pepperoni Pizza
1,2015-01-03 00:00:00,20.75,Chicken,The Southwest Chicken Pizza
1,2015-01-03 00:00:00,12.5,Supreme,The Spinach Supreme Pizza
1,2015-01-03 00:00:00,10.5,Classic,The Hawaiian Pizza
1,2015-01-03 00:00:00,20.25,Veggie,The Spinach and Feta Pizza
1,2015-01-03 00:00:00,12.75,Chicken,The Thai Chicken Pizza
1,2015-01-03 00:00:00,16,Classic,The Greek Pizza
1,2015-01-03 00:00:00,16,Veggie,The Mexicana Pizza
1,2015-01-03 00:00:00,12.5,Supreme,The Prosciutto and Arugula Pizza
1,2015-01-03 00:00:00,12.75,Chicken,The Chicken Pesto Pizza
1,2015-01-03 00:00:00,20.5,Classic,The Napolitana Pizza
1,2015-01-03 00:00:00,15.25,Classic,The Pepperoni Pizza
1,2015-01-03 00:00:00,20.75,Supreme,The Pepper Salami Pizza
1,2015-01-03 00:00:00,16,Classic,The Napolitana Pizza
1,2015-01-03 00:00:00,20.75,Chicken,The Thai Chicken Pizza
1,2015-01-03 00:00:00,20.75,Supreme,The Italian Supreme Pizza
1,2015-01-03 00:00:00,16,Veggie,The Mediterranean Pizza
1,2015-01-03 00:00:00,16.25,Supreme,The Sicilian Pizza
1,2015-01-03 00:00:00,16.5,Veggie,The Spinach Pesto Pizza
1,2015-01-03 00:00:00,16.75,Veggie,The Italian Vegetables Pizza
1,2015-01-03 00:00:00,16.75,Chicken,The Thai Chicken Pizza
1,2015-01-03 00:00:00,17.95,Veggie,The Four Cheese Pizza
1,2015-01-03 00:00:00,16.75,Chicken,The Thai Chicken Pizza
